"cty","Name","Fraction_Non-White_in_2010"
"cty20015","Butler County, KS",0.0905
"cty47109","McNairy County, TN",0.0905
"cty29109","Lawrence County, MO",0.0904
"cty36117","Wayne County, NY",0.0902
"cty08039","Elbert County, CO",0.0901
"cty21049","Clark County, KY",0.09
"cty55013","Burnett County, WI",0.0899
"cty30063","Missoula County, MT",0.0898
"cty20135","Ness County, KS",0.0898
"cty29027","Callaway County, MO",0.0898
"cty42085","Mercer County, PA",0.0897
"cty26123","Newaygo County, MI",0.0896
"cty29127","Marion County, MO",0.0896
"cty55063","La Crosse County, WI",0.0892
"cty55001","Adams County, WI",0.0892
"cty54055","Mercer County, WV",0.0892
"cty21217","Taylor County, KY",0.0891
"cty29089","Howard County, MO",0.0891
"cty26053","Gogebic County, MI",0.089
"cty55137","Waushara County, WI",0.089
"cty20137","Norton County, KS",0.089
"cty29213","Taney County, MO",0.0889
"cty36019","Clinton County, NY",0.0888
"cty39081","Jefferson County, OH",0.0888
"cty20149","Pottawatomie County, KS",0.0886
"cty16065","Madison County, ID",0.0884
"cty26017","Bay County, MI",0.0884
"cty20199","Wallace County, KS",0.0882
"cty39147","Seneca County, OH",0.0882
"cty18181","White County, IN",0.0882
"cty24013","Carroll County, MD",0.088
"cty49031","Piute County, UT",0.088
"cty26089","Leelanau County, MI",0.0879
"cty27013","Blue Earth County, MN",0.0878
"cty27129","Renville County, MN",0.0877
"cty20083","Hodgeman County, KS",0.0877
"cty56031","Platte County, WY",0.0876
"cty21113","Jessamine County, KY",0.0875
"cty50007","Chittenden County, VT",0.0875
"cty51165","Rockingham County, VA",0.0875
"cty20151","Pratt County, KS",0.0874
"cty47181","Wayne County, TN",0.0873
"cty23029","Washington County, ME",0.087
"cty09005","Litchfield County, CT",0.087
"cty56009","Converse County, WY",0.0868
"cty36011","Cayuga County, NY",0.0866
"cty20191","Sumner County, KS",0.0865
"cty27023","Chippewa County, MN",0.0861
"cty39133","Portage County, OH",0.0861
"cty25001","Barnstable County, MA",0.086
"cty30077","Powell County, MT",0.0857
"cty40053","Grant County, OK",0.085
"cty17199","Williamson County, IL",0.085
"cty27103","Nicollet County, MN",0.085
"cty21009","Barren County, KY",0.0848
"cty19079","Hamilton County, IA",0.0848
"cty36037","Genesee County, NY",0.0847
"cty19111","Lee County, IA",0.0845
"cty44003","Kent County, RI",0.0844
"cty41055","Sherman County, OR",0.0844
"cty17029","Coles County, IL",0.0843
"cty08093","Park County, CO",0.0842
"cty30023","Deer Lodge County, MT",0.0839
"cty55027","Dodge County, WI",0.0838
"cty18071","Jackson County, IN",0.0838
"cty47155","Sevier County, TN",0.0836
"cty46135","Yankton County, SD",0.0836
"cty49017","Garfield County, UT",0.0835
"cty39077","Huron County, OH",0.0835
"cty37169","Stokes County, NC",0.0834
"cty39069","Henry County, OH",0.0834
"cty20043","Doniphan County, KS",0.0834
"cty20133","Neosho County, KS",0.0833
"cty51155","Pulaski County, VA",0.0832
"cty20051","Ellis County, KS",0.0826
"cty23005","Cumberland County, ME",0.0824
"cty47081","Hickman County, TN",0.0823
"cty27173","Yellow Medicine County, MN",0.0821
"cty28057","Itawamba County, MS",0.0817
"cty27149","Stevens County, MN",0.0817
"cty13187","Lumpkin County, GA",0.0817
"cty16041","Franklin County, ID",0.0816
"cty27107","Norman County, MN",0.0816
"cty36069","Ontario County, NY",0.0816
"cty23001","Androscoggin County, ME",0.0814
"cty20059","Franklin County, KS",0.0813
"cty19143","Osceola County, IA",0.0812
"cty20001","Allen County, KS",0.0812
"cty55039","Fond du Lac County, WI",0.081
"cty42081","Lycoming County, PA",0.081
"cty42061","Huntingdon County, PA",0.0809
"cty17033","Crawford County, IL",0.0808
"cty36009","Cattaraugus County, NY",0.0805
"cty05087","Madison County, AR",0.0805
"cty21167","Mercer County, KY",0.0805
"cty20011","Bourbon County, KS",0.0804
"cty42127","Wayne County, PA",0.0801
"cty08027","Custer County, CO",0.0801
"cty16055","Kootenai County, ID",0.0797
"cty16035","Clearwater County, ID",0.0797
"cty21033","Caldwell County, KY",0.0795
"cty47009","Blount County, TN",0.0794
"cty01019","Cherokee County, AL",0.0793
"cty17027","Clinton County, IL",0.0793
"cty55035","Eau Claire County, WI",0.0792
"cty49015","Emery County, UT",0.0791
"cty17073","Henry County, IL",0.0791
"cty39159","Union County, OH",0.079
"cty08019","Clear Creek County, CO",0.0789
"cty47143","Rhea County, TN",0.0788
"cty31131","Otoe County, NE",0.0788
"cty26147","St. Clair County, MI",0.0787
"cty13295","Walker County, GA",0.0787
"cty13143","Haralson County, GA",0.0787
"cty16021","Boundary County, ID",0.0786
"cty30093","Silver Bow County, MT",0.0785
"cty21099","Hart County, KY",0.0785
"cty26047","Emmet County, MI",0.0784
"cty54089","Summers County, WV",0.0783
"cty05083","Logan County, AR",0.0781
"cty41021","Gilliam County, OR",0.078
"cty36051","Livingston County, NY",0.0779
"cty51017","Bath County, VA",0.0778
"cty51015","Augusta County, VA",0.0778
"cty17041","Douglas County, IL",0.0777
"cty31057","Dundy County, NE",0.0777
"cty54031","Hardy County, WV",0.0776
"cty21123","Larue County, KY",0.0773
"cty27137","St. Louis County, MN",0.0772
"cty21143","Lyon County, KY",0.0772
"cty18081","Johnson County, IN",0.077
"cty38015","Burleigh County, ND",0.0769
"cty29215","Texas County, MO",0.0768
"cty46011","Brookings County, SD",0.0767
"cty33009","Grafton County, NH",0.0766
"cty37039","Cherokee County, NC",0.0766
"cty31101","Keith County, NE",0.0765
"cty55071","Manitowoc County, WI",0.0765
"cty55081","Monroe County, WI",0.0764
"cty17165","Saline County, IL",0.0763
"cty27113","Pennington County, MN",0.0763
"cty39089","Licking County, OH",0.0762
"cty16049","Idaho County, ID",0.0762
"cty44009","Washington County, RI",0.076
"cty51195","Wise County, VA",0.076
"cty17181","Union County, IL",0.076
"cty47123","Monroe County, TN",0.0758
"cty30049","Lewis and Clark County, MT",0.0757
"cty17075","Iroquois County, IL",0.0757
"cty25011","Franklin County, MA",0.0756
"cty17121","Marion County, IL",0.0756
"cty48077","Clay County, TX",0.0754
"cty53069","Wahkiakum County, WA",0.0754
"cty39119","Muskingum County, OH",0.0752
"cty26115","Monroe County, MI",0.0751
"cty13047","Catoosa County, GA",0.075
"cty56029","Park County, WY",0.075
"cty55111","Sauk County, WI",0.0749
"cty20077","Harper County, KS",0.0749
"cty55031","Douglas County, WI",0.0748
"cty18133","Putnam County, IN",0.0747
"cty37189","Watauga County, NC",0.0746
"cty19045","Clinton County, IA",0.0746
"cty27117","Pipestone County, MN",0.0746
"cty55015","Calumet County, WI",0.0745
"cty51005","Alleghany County, VA",0.0745
"cty18073","Jasper County, IN",0.0744
"cty26117","Montcalm County, MI",0.0743
"cty21103","Henry County, KY",0.0742
"cty19033","Cerro Gordo County, IA",0.0742
"cty21077","Gallatin County, KY",0.0742
"cty46019","Butte County, SD",0.0742
"cty46013","Brown County, SD",0.0741
"cty27153","Todd County, MN",0.074
"cty18037","Dubois County, IN",0.074
"cty26107","Mecosta County, MI",0.074
"cty53003","Asotin County, WA",0.0739
"cty41001","Baker County, OR",0.0738
"cty54069","Ohio County, WV",0.0738
"cty01093","Marion County, AL",0.0737
"cty27141","Sherburne County, MN",0.0736
"cty47071","Hardin County, TN",0.0736
"cty26105","Mason County, MI",0.0735
"cty55057","Juneau County, WI",0.0734
"cty30001","Beaverhead County, MT",0.0734
"cty19183","Washington County, IA",0.0733
"cty55097","Portage County, WI",0.0732
"cty31179","Wayne County, NE",0.0732
"cty19145","Page County, IA",0.0731
"cty47007","Bledsoe County, TN",0.073
"cty20041","Dickinson County, KS",0.073
"cty36077","Otsego County, NY",0.0727
"cty36091","Saratoga County, NY",0.0727
"cty27079","Le Sueur County, MN",0.0726
"cty01043","Cullman County, AL",0.0726
"cty33017","Strafford County, NH",0.0725
"cty46081","Lawrence County, SD",0.0725
"cty29001","Adair County, MO",0.0725
"cty53023","Garfield County, WA",0.0724
"cty30103","Treasure County, MT",0.0724
"cty29187","St. Francois County, MO",0.0723
"cty27085","McLeod County, MN",0.0722
"cty46033","Custer County, SD",0.0721
"cty18107","Montgomery County, IN",0.0721
"cty17057","Fulton County, IL",0.0721
"cty39115","Morgan County, OH",0.0719
"cty18153","Sullivan County, IN",0.0719
"cty05097","Montgomery County, AR",0.0718
"cty36089","St. Lawrence County, NY",0.0715
"cty47089","Jefferson County, TN",0.0714
"cty20193","Thomas County, KS",0.0714
"cty29107","Lafayette County, MO",0.0713
"cty19061","Dubuque County, IA",0.0712
"cty54019","Fayette County, WV",0.0712
"cty42051","Fayette County, PA",0.0711
"cty29219","Warren County, MO",0.0711
"cty27043","Faribault County, MN",0.0711
"cty49041","Sevier County, UT",0.071
"cty21051","Clay County, KY",0.0709
"cty55121","Trempealeau County, WI",0.0709
"cty36031","Essex County, NY",0.0707
"cty27169","Winona County, MN",0.0706
"cty38059","Morton County, ND",0.0704
"cty19173","Taylor County, IA",0.0704
"cty17051","Fayette County, IL",0.0702
"cty19005","Allamakee County, IA",0.0701
"cty30037","Golden Valley County, MT",0.0701
"cty26031","Cheboygan County, MI",0.0699
"cty26087","Lapeer County, MI",0.0699
"cty17001","Adams County, IL",0.0699
"cty21177","Muhlenberg County, KY",0.0698
"cty20101","Lane County, KS",0.0697
"cty26103","Marquette County, MI",0.0695
"cty26111","Midland County, MI",0.0692
"cty16029","Caribou County, ID",0.0692
"cty20017","Chase County, KS",0.0692
"cty27061","Itasca County, MN",0.069
"cty47039","Decatur County, TN",0.0689
"cty31185","York County, NE",0.0688
"cty20113","McPherson County, KS",0.0687
"cty56033","Sheridan County, WY",0.0686
"cty20097","Kiowa County, KS",0.0685
"cty42073","Lawrence County, PA",0.0684
"cty27049","Goodhue County, MN",0.0683
"cty37009","Ashe County, NC",0.0682
"cty36025","Delaware County, NY",0.0682
"cty49025","Kane County, UT",0.0682
"cty01029","Cleburne County, AL",0.0679
"cty16015","Boise County, ID",0.0677
"cty42107","Schuylkill County, PA",0.0677
"cty47115","Marion County, TN",0.0676
"cty08053","Hinsdale County, CO",0.0676
"cty30083","Richland County, MT",0.0674
"cty21173","Montgomery County, KY",0.0673
"cty08061","Kiowa County, CO",0.0672
"cty20023","Cheyenne County, KS",0.0671
"cty18049","Fulton County, IN",0.0671
"cty42021","Cambria County, PA",0.0669
"cty36115","Washington County, NY",0.0668
"cty30031","Gallatin County, MT",0.0667
"cty26055","Grand Traverse County, MI",0.0667
"cty18111","Newton County, IN",0.0666
"cty13085","Dawson County, GA",0.0664
"cty41023","Grant County, OR",0.0664
"cty51105","Lee County, VA",0.0662
"cty46003","Aurora County, SD",0.0661
"cty08091","Ouray County, CO",0.0661
"cty55089","Ozaukee County, WI",0.066
"cty13025","Brantley County, GA",0.0659
"cty27155","Traverse County, MN",0.0658
"cty42125","Washington County, PA",0.0657
"cty21037","Campbell County, KY",0.0656
"cty16079","Shoshone County, ID",0.0655
"cty49055","Wayne County, UT",0.0655
"cty37199","Yancey County, NC",0.0654
"cty27009","Benton County, MN",0.0653
"cty39137","Putnam County, OH",0.0653
"cty31167","Stanton County, NE",0.0653
"cty20049","Elk County, KS",0.0652
"cty29111","Lewis County, MO",0.0651
"cty27039","Dodge County, MN",0.0651
"cty56023","Lincoln County, WY",0.065
"cty28141","Tishomingo County, MS",0.0647
"cty20073","Greenwood County, KS",0.0646
"cty39125","Paulding County, OH",0.0645
"cty39109","Miami County, OH",0.0644
"cty30061","Mineral County, MT",0.0642
"cty47161","Stewart County, TN",0.0642
"cty53043","Lincoln County, WA",0.0642
"cty31145","Red Willow County, NE",0.0642
"cty39013","Belmont County, OH",0.0639
"cty27057","Hubbard County, MN",0.0639
"cty39123","Ottawa County, OH",0.0639
"cty19157","Poweshiek County, IA",0.0639
"cty05105","Perry County, AR",0.0638
"cty31147","Richardson County, NE",0.0637
"cty29147","Nodaway County, MO",0.0637
"cty26061","Houghton County, MI",0.0636
"cty27171","Wright County, MN",0.0635
"cty20121","Miami County, KS",0.0634
"cty18145","Shelby County, IN",0.0633
"cty47145","Roane County, TN",0.0633
"cty19083","Hardin County, IA",0.063
"cty38067","Pembina County, ND",0.0629
"cty54049","Marion County, WV",0.0628
"cty18007","Benton County, IN",0.0628
"cty21175","Morgan County, KY",0.0628
"cty38069","Pierce County, ND",0.0627
"cty39171","Williams County, OH",0.0627
"cty39145","Scioto County, OH",0.0625
"cty42025","Carbon County, PA",0.0625
"cty36023","Cortland County, NY",0.0625
"cty51163","Rockbridge County, VA",0.0624
"cty13311","White County, GA",0.0623
"cty05047","Franklin County, AR",0.0622
"cty37087","Haywood County, NC",0.0621
"cty39047","Fayette County, OH",0.0621
"cty21019","Boyd County, KY",0.0621
"cty46035","Davison County, SD",0.0619
"cty56045","Weston County, WY",0.0619
"cty51735","Poquoson city, VA",0.0619
"cty39129","Pickaway County, OH",0.0617
"cty18027","Daviess County, IN",0.0617
"cty16023","Butte County, ID",0.0616
"cty36053","Madison County, NY",0.0616
"cty18011","Boone County, IN",0.0616
"cty36035","Fulton County, NY",0.0616
"cty47129","Morgan County, TN",0.0614
"cty36095","Schoharie County, NY",0.0613
"cty55141","Wood County, WI",0.0612
"cty29113","Lincoln County, MO",0.0609
"cty30081","Ravalli County, MT",0.0609
"cty47059","Greene County, TN",0.0609
"cty47159","Smith County, TN",0.0607
"cty39149","Shelby County, OH",0.0607
"cty54025","Greenbrier County, WV",0.0606
"cty18077","Jefferson County, IN",0.0606
"cty39027","Clinton County, OH",0.0605
"cty30029","Flathead County, MT",0.0604
"cty19053","Decatur County, IA",0.0604
"cty18173","Warrick County, IN",0.0602
"cty49023","Juab County, UT",0.06
"cty27071","Koochiching County, MN",0.06
"cty38027","Eddy County, ND",0.06
"cty55033","Dunn County, WI",0.06
"cty30043","Jefferson County, MT",0.0598
"cty27135","Roseau County, MN",0.0597
"cty16037","Custer County, ID",0.0595
"cty18083","Knox County, IN",0.0595
"cty38077","Richland County, ND",0.0594
"cty38089","Stark County, ND",0.0593
"cty16085","Valley County, ID",0.0593
"cty20127","Morris County, KS",0.0593
"cty37121","Mitchell County, NC",0.0592
"cty21171","Monroe County, KY",0.0592
"cty18059","Hancock County, IN",0.0592
"cty30017","Custer County, MT",0.059
"cty21007","Ballard County, KY",0.059
"cty42059","Greene County, PA",0.0589
"cty21001","Adair County, KY",0.0589
"cty05053","Grant County, AR",0.0589
"cty46055","Haakon County, SD",0.0589
"cty31181","Webster County, NE",0.0588
"cty17135","Montgomery County, IL",0.0588
"cty47083","Houston County, TN",0.0587
"cty21231","Wayne County, KY",0.0587
"cty50001","Addison County, VT",0.0587
"cty49033","Rich County, UT",0.0587
"cty39021","Champaign County, OH",0.0587
"cty50025","Windham County, VT",0.0586
"cty17155","Putnam County, IL",0.0586
"cty05141","Van Buren County, AR",0.0586
"cty51063","Floyd County, VA",0.0585
"cty51023","Botetourt County, VA",0.0584
"cty33015","Rockingham County, NH",0.0583
"cty51077","Grayson County, VA",0.0583
"cty42093","Montour County, PA",0.0581
"cty26041","Delta County, MI",0.058
"cty30053","Lincoln County, MT",0.058
"cty47029","Cocke County, TN",0.0579
"cty47111","Macon County, TN",0.0578
"cty39053","Gallia County, OH",0.0577
"cty20205","Wilson County, KS",0.0577
"cty29043","Christian County, MO",0.0573
"cty33013","Merrimack County, NH",0.0573
"cty30065","Musselshell County, MT",0.0573
"cty55131","Washington County, WI",0.0572
"cty26157","Tuscola County, MI",0.0571
"cty20033","Comanche County, KS",0.0571
"cty38009","Bottineau County, ND",0.0571
"cty19189","Winnebago County, IA",0.057
"cty46075","Jones County, SD",0.0567
"cty42097","Northumberland County, PA",0.0567
"cty29137","Monroe County, MO",0.0566
"cty44001","Bristol County, RI",0.0566
"cty42033","Clearfield County, PA",0.0565
"cty42037","Columbia County, PA",0.0564
"cty42063","Indiana County, PA",0.0564
"cty55021","Columbia County, WI",0.0564
"cty29011","Barton County, MO",0.0563
"cty47005","Benton County, TN",0.0562
"cty30075","Powder River County, MT",0.0562
"cty31121","Merrick County, NE",0.0561
"cty47163","Sullivan County, TN",0.0561
"cty47085","Humphreys County, TN",0.0561
"cty30019","Daniels County, MT",0.056
"cty21079","Garrard County, KY",0.056
"cty47021","Cheatham County, TN",0.056
"cty31069","Garden County, NE",0.0559
"cty49009","Daggett County, UT",0.0557
"cty56019","Johnson County, WY",0.0557
"cty36101","Steuben County, NY",0.0557
"cty55047","Green Lake County, WI",0.0557
"cty16017","Bonner County, ID",0.0556
"cty42083","McKean County, PA",0.0555
"cty29105","Laclede County, MO",0.0555
"cty13227","Pickens County, GA",0.0553
"cty20197","Wabaunsee County, KS",0.0552
"cty19141","O'Brien County, IA",0.0551
"cty27063","Jackson County, MN",0.055
"cty21183","Ohio County, KY",0.055
"cty46127","Union County, SD",0.0549
"cty29049","Clinton County, MO",0.0548
"cty26109","Menominee County, MI",0.0547
"cty41063","Wallowa County, OR",0.0547
"cty22023","Cameron Parish, LA",0.0547
"cty30021","Dawson County, MT",0.0545
"cty56017","Hot Springs County, WY",0.0544
"cty55017","Chippewa County, WI",0.0543
"cty51197","Wythe County, VA",0.0543
"cty18001","Adams County, IN",0.0543
"cty31005","Arthur County, NE",0.0543
"cty31165","Sioux County, NE",0.0542
"cty30091","Sheridan County, MT",0.0541
"cty21137","Lincoln County, KY",0.0541
"cty39091","Logan County, OH",0.0539
"cty46029","Codington County, SD",0.0538
"cty30007","Broadwater County, MT",0.0538
"cty31137","Phelps County, NE",0.0538
"cty47101","Lewis County, TN",0.0538
"cty19091","Humboldt County, IA",0.0537
"cty46073","Jerauld County, SD",0.0536
"cty27111","Otter Tail County, MN",0.0534
"cty23019","Penobscot County, ME",0.0534
"cty29121","Macon County, MO",0.0534
"cty27025","Chisago County, MN",0.0533
"cty20109","Logan County, KS",0.0533
"cty29117","Livingston County, MO",0.0532
"cty50013","Grand Isle County, VT",0.0531
"cty21097","Harrison County, KY",0.0531
"cty39169","Wayne County, OH",0.053
"cty51185","Tazewell County, VA",0.0529
"cty55109","St. Croix County, WI",0.0528
"cty19067","Floyd County, IA",0.0528
"cty20115","Marion County, KS",0.0528
"cty47171","Unicoi County, TN",0.0527
"cty42113","Sullivan County, PA",0.0527
"cty38097","Traill County, ND",0.0527
"cty31049","Deuel County, NE",0.0526
"cty19081","Hancock County, IA",0.0526
"cty55019","Clark County, WI",0.0526
"cty16007","Bear Lake County, ID",0.0526
"cty26151","Sanilac County, MI",0.0525
"cty18051","Gibson County, IN",0.0523
"cty38093","Stutsman County, ND",0.0523
"cty05101","Newton County, AR",0.0523
"cty27151","Swift County, MN",0.0523
"cty16003","Adams County, ID",0.0523
"cty42129","Westmoreland County, PA",0.0522
"cty47135","Perry County, TN",0.0522
"cty20029","Cloud County, KS",0.0522
"cty27125","Red Lake County, MN",0.0521
"cty54057","Mineral County, WV",0.0521
"cty47185","White County, TN",0.052
"cty20007","Barber County, KS",0.052
"cty47099","Lawrence County, TN",0.052
"cty26029","Charlevoix County, MI",0.0519
"cty21005","Anderson County, KY",0.0517
"cty29057","Dade County, MO",0.0516
"cty27089","Marshall County, MN",0.0516
"cty27091","Martin County, MN",0.0515
"cty50011","Franklin County, VT",0.0514
"cty50023","Washington County, VT",0.0514
"cty17015","Carroll County, IL",0.0514
"cty20207","Woodson County, KS",0.0514
"cty39029","Columbiana County, OH",0.0511
"cty47127","Moore County, TN",0.0511
"cty18065","Henry County, IN",0.0511
"cty01133","Winston County, AL",0.0509
"cty19123","Mahaska County, IA",0.0509
"cty38057","Mercer County, ND",0.0508
"cty39025","Clermont County, OH",0.0508
"cty21057","Cumberland County, KY",0.0508
"cty21207","Russell County, KY",0.0506
"cty29203","Shannon County, MO",0.0506
"cty17169","Schuyler County, IL",0.0505
"cty29167","Polk County, MO",0.0505
"cty21087","Green County, KY",0.0504
"cty05065","Izard County, AR",0.0504
"cty31099","Kearney County, NE",0.0504
"cty47153","Sequatchie County, TN",0.0503
"cty13083","Dade County, GA",0.0503
"cty55005","Barron County, WI",0.0502
"cty54033","Harrison County, WV",0.0502
"cty05135","Sharp County, AR",0.0501
"cty54029","Hancock County, WV",0.05
"cty20087","Jefferson County, KS",0.05
"cty17179","Tazewell County, IL",0.05
"cty16071","Oneida County, ID",0.0497
"cty27001","Aitkin County, MN",0.0496
"cty37115","Madison County, NC",0.0496
"cty26019","Benzie County, MI",0.0495
"cty16059","Lemhi County, ID",0.0495
"cty39103","Medina County, OH",0.0495
"cty21199","Pulaski County, KY",0.0495
"cty18087","LaGrange County, IN",0.0495
"cty56027","Niobrara County, WY",0.0495
"cty20031","Coffey County, KS",0.0494
"cty19041","Clay County, IA",0.0494
"cty36075","Oswego County, NY",0.0493
"cty18149","Starke County, IN",0.0493
"cty31021","Burt County, NE",0.0493
"cty31007","Banner County, NE",0.0493
"cty29177","Ray County, MO",0.0492
"cty23003","Aroostook County, ME",0.0491
"cty27059","Isanti County, MN",0.0491
"cty18151","Steuben County, IN",0.0489
"cty20107","Linn County, KS",0.0489
"cty18135","Randolph County, IN",0.0488
"cty51139","Page County, VA",0.0487
"cty29221","Washington County, MO",0.0487
"cty51173","Smyth County, VA",0.0486
"cty21013","Bell County, KY",0.0486
"cty39161","Van Wert County, OH",0.0485
"cty29139","Montgomery County, MO",0.0485
"cty51021","Bland County, VA",0.0484
"cty21063","Elliott County, KY",0.0483
"cty26155","Shiawassee County, MI",0.0482
"cty05129","Searcy County, AR",0.0482
"cty29141","Morgan County, MO",0.0482
"cty19149","Plymouth County, IA",0.0482
"cty18015","Carroll County, IN",0.048
"cty30107","Wheatland County, MT",0.048
"cty29225","Webster County, MO",0.0479
"cty37043","Clay County, NC",0.0479
"cty05009","Boone County, AR",0.0478
"cty08079","Mineral County, CO",0.0478
"cty47091","Johnson County, TN",0.0477
"cty27015","Brown County, MN",0.0475
"cty30067","Park County, MT",0.0475
"cty36113","Warren County, NY",0.0475
"cty46083","Lincoln County, SD",0.0475
"cty29029","Camden County, MO",0.0475
"cty20095","Kingman County, KS",0.0473
"cty13291","Union County, GA",0.0473
"cty20167","Russell County, KS",0.0473
"cty20153","Rawlins County, KS",0.0472
"cty18123","Perry County, IN",0.0471
"cty29091","Howell County, MO",0.0471
"cty30095","Stillwater County, MT",0.0471
"cty20179","Sheridan County, KS",0.0469
"cty55029","Door County, WI",0.0469
"cty55045","Green County, WI",0.0469
"cty29083","Henry County, MO",0.0468
"cty26093","Livingston County, MI",0.0467
"cty39087","Lawrence County, OH",0.0465
"cty33005","Cheshire County, NH",0.0464
"cty30099","Teton County, MT",0.0463
"cty38021","Dickey County, ND",0.0463
"cty30057","Madison County, MT",0.0463
"cty46063","Harding County, SD",0.0462
"cty23023","Sagadahoc County, ME",0.0462
"cty18169","Wabash County, IN",0.0462
"cty27133","Rock County, MN",0.0462
"cty21027","Breckinridge County, KY",0.0461
"cty31059","Fillmore County, NE",0.046
"cty23011","Kennebec County, ME",0.0459
"cty31025","Cass County, NE",0.0459
"cty21215","Spencer County, KY",0.0459
"cty55077","Marquette County, WI",0.0459
"cty36003","Allegany County, NY",0.0459
"cty30079","Prairie County, MT",0.0458
"cty27093","Meeker County, MN",0.0458
"cty18121","Parke County, IN",0.0458
"cty29099","Jefferson County, MO",0.0457
"cty27101","Murray County, MN",0.0457
"cty05055","Greene County, AR",0.0457
"cty21205","Rowan County, KY",0.0457
"cty21223","Trimble County, KY",0.0455
"cty26165","Wexford County, MI",0.0455
"cty29217","Vernon County, MO",0.0455
"cty50027","Windsor County, VT",0.0455
"cty26069","Iosco County, MI",0.0455
"cty26015","Barry County, MI",0.0454
"cty21081","Grant County, KY",0.0453
"cty39059","Guernsey County, OH",0.0452
"cty20139","Osage County, KS",0.0451
"cty27077","Lake of the Woods County, MN",0.045
"cty47019","Carter County, TN",0.0448
"cty29185","St. Clair County, MO",0.0448
"cty42111","Somerset County, PA",0.0447
"cty19105","Jones County, IA",0.0447
"cty27157","Wabasha County, MN",0.0445
"cty19129","Mills County, IA",0.0444
"cty54071","Pendleton County, WV",0.0444
"cty47015","Cannon County, TN",0.0443
"cty19125","Marion County, IA",0.0443
"cty23031","York County, ME",0.0442
"cty29013","Bates County, MO",0.0442
"cty19137","Montgomery County, IA",0.0442
"cty29059","Dallas County, MO",0.0441
"cty20147","Phillips County, KS",0.044
"cty42013","Blair County, PA",0.044
"cty31073","Gosper County, NE",0.044
"cty17085","Jo Daviess County, IL",0.044
"cty29093","Iron County, MO",0.044
"cty46079","Lake County, SD",0.0439
"cty26009","Antrim County, MI",0.0439
"cty39067","Harrison County, OH",0.0438
"cty36017","Chenango County, NY",0.0438
"cty30097","Sweet Grass County, MT",0.0438
"cty36043","Herkimer County, NY",0.0438
"cty21187","Owen County, KY",0.0437
"cty29149","Oregon County, MO",0.0436
"cty55065","Lafayette County, WI",0.0436
"cty29035","Carter County, MO",0.0436
"cty38043","Kidder County, ND",0.0435
"cty55067","Langlade County, WI",0.0434
"cty50003","Bennington County, VT",0.0433
"cty30027","Fergus County, MT",0.0432
"cty29033","Carroll County, MO",0.0432
"cty20143","Ottawa County, KS",0.0432
"cty31065","Furnas County, NE",0.0432
"cty42039","Crawford County, PA",0.0432
"cty18131","Pulaski County, IN",0.0432
"cty55135","Waupaca County, WI",0.0431
"cty19035","Cherokee County, IA",0.043
"cty18033","DeKalb County, IN",0.043
"cty55129","Washburn County, WI",0.0429
"cty19191","Winneshiek County, IA",0.0429
"cty39157","Tuscarawas County, OH",0.0429
"cty47027","Clay County, TN",0.0429
"cty20165","Rush County, KS",0.0429
"cty27167","Wilkin County, MN",0.0429
"cty19065","Fayette County, IA",0.0428
"cty55093","Pierce County, WI",0.0428
"cty50015","Lamoille County, VT",0.0428
"cty19071","Fremont County, IA",0.0427
"cty31095","Jefferson County, NE",0.0427
"cty42067","Juniata County, PA",0.0427
"cty31127","Nemaha County, NE",0.0426
"cty21095","Harlan County, KY",0.0426
"cty17039","De Witt County, IL",0.0426
"cty26035","Clare County, MI",0.0425
"cty38041","Hettinger County, ND",0.0424
"cty26133","Osceola County, MI",0.0424
"cty19181","Warren County, IA",0.0424
"cty19015","Boone County, IA",0.0423
"cty19099","Jasper County, IA",0.0423
"cty18075","Jay County, IN",0.0422
"cty50005","Caledonia County, VT",0.0422
"cty38003","Barnes County, ND",0.0422
"cty17021","Christian County, IL",0.0422
"cty33001","Belknap County, NH",0.0422
"cty26011","Arenac County, MI",0.042
"cty27159","Wadena County, MN",0.042
"cty47073","Hawkins County, TN",0.0419
"cty47121","Meigs County, TN",0.0419
"cty47035","Cumberland County, TN",0.0418
"cty26113","Missaukee County, MI",0.0417
"cty20201","Washington County, KS",0.0416
"cty39121","Noble County, OH",0.0416
"cty54107","Wood County, WV",0.0414
"cty05089","Marion County, AR",0.0414
"cty05023","Cleburne County, AR",0.0414
"cty42019","Butler County, PA",0.0414
"cty55061","Kewaunee County, WI",0.0413
"cty42035","Clinton County, PA",0.0413
"cty05121","Randolph County, AR",0.0413
"cty29025","Caldwell County, MO",0.0413
"cty26059","Hillsdale County, MI",0.0412
"cty31135","Perkins County, NE",0.0411
"cty20027","Clay County, KS",0.0411
"cty31177","Washington County, NE",0.041
"cty21129","Lee County, KY",0.041
"cty56011","Crook County, WY",0.0408
"cty18079","Jennings County, IN",0.0408
"cty51071","Giles County, VA",0.0408
"cty51035","Carroll County, VA",0.0407
"cty30009","Carbon County, MT",0.0407
"cty31143","Polk County, NE",0.0407
"cty29065","Dent County, MO",0.0406
"cty26079","Kalkaska County, MI",0.0406
"cty18147","Spencer County, IN",0.0406
"cty26137","Otsego County, MI",0.0405
"cty20003","Anderson County, KS",0.0405
"cty17123","Marshall County, IL",0.0405
"cty29071","Franklin County, MO",0.0404
"cty05005","Baxter County, AR",0.0404
"cty39167","Washington County, OH",0.0404
